subject_country,migrated_country,region,total_migrant,male_migrant,female_migrant,18to24_migrant,25to34_migrant,35_to_54_migrant,55+_migrant
Brazil,Czechia,Europe,0,0,0,0,0,0,0
Brazil,Denmark,Europe,650,0,0,0,0,360,0
Brazil,Dominican Republic,Americas,0,0,0,0,0,0,0
Brazil,Ecuador,Americas,1100,590,420,0,390,520,0
Brazil,Egypt,Africa,0,0,0,0,0,0,0
Brazil,Estonia,Europe,0,0,0,0,0,0,0
Brazil,Ethiopia,Africa,0,0,0,0,0,0,0
Brazil,Finland,Europe,0,0,0,0,0,0,0
Brazil,France,Europe,5900,2500,2800,670,2400,2600,0
Brazil,Georgia,Asia,0,0,0,0,0,0,0
Brazil,Germany,Europe,6000,2900,2600,0,2300,3400,0
Brazil,Ghana,Africa,0,0,0,0,0,0,0
Brazil,Greece,Europe,0,0,0,0,0,0,0
Brazil,Guatemala,Americas,0,0,0,0,0,0,0
Brazil,Honduras,Americas,0,0,0,0,0,0,0
Brazil,"Hong Kong SAR, China",Asia,0,0,0,0,0,0,0
Brazil,Hungary,Europe,0,0,0,0,0,0,0
Brazil,Iceland,Europe,0,0,0,0,0,0,0
Brazil,India,Asia,1200,740,0,350,420,420,0
Brazil,Indonesia,Asia,1200,420,330,530,440,0,0
Brazil,Iraq,Asia,0,0,0,0,0,0,0
Brazil,Ireland,Europe,2800,1100,1400,0,1300,1300,0
Brazil,Israel,Asia,840,380,410,0,0,450,0
Brazil,Italy,Europe,2500,1000,1300,0,900,1300,0
Brazil,Japan,Asia,1500,800,460,0,490,820,0
Brazil,Jordan,Asia,0,0,0,0,0,0,0
Brazil,Kazakhstan,Asia,0,0,0,0,0,0,0
Brazil,Kenya,Africa,0,0,0,0,0,0,0
Brazil,Kuwait,Asia,0,0,0,0,0,0,0
Brazil,Kyrgyzstan,Asia,0,0,0,0,0,0,0
Brazil,Latvia,Europe,0,0,0,0,0,0,0
Brazil,Lebanon,Asia,0,0,0,0,0,0,0
Brazil,Libya,Africa,0,0,0,0,0,0,0
Brazil,Lithuania,Europe,0,0,0,0,0,0,0
Brazil,Luxembourg,Europe,380,0,0,0,0,0,0
Brazil,"Macao SAR, China",Asia,0,0,0,0,0,0,0
Brazil,Malaysia,Asia,0,0,0,0,0,0,0
Brazil,Malta,Europe,0,0,0,0,0,0,0
Brazil,Mexico,Americas,3600,1900,1500,0,1700,1700,0
Brazil,Morocco,Africa,0,0,0,0,0,0,0
Brazil,Netherlands,Europe,2900,1200,1300,0,940,1700,0
Brazil,New Zealand,Oceania,1200,510,590,0,320,790,0
Brazil,Nigeria,Africa,850,410,0,0,380,0,0
Brazil,Cyprus.1,Other,0,0,0,0,0,0,0
Brazil,Norway,Europe,470,0,0,0,0,0,0
Brazil,Oman,Asia,0,0,0,0,0,0,0
Brazil,Pakistan,Asia,470,310,0,0,0,0,0
Brazil,Palestine,Asia,0,0,0,0,0,0,0
Brazil,Panama,Americas,600,310,0,0,0,0,0
Brazil,Paraguay,Americas,1000,620,320,0,310,480,0
Brazil,Peru,Americas,3200,1800,1100,0,1200,1500,0
Brazil,Philippines,Asia,360,0,0,0,0,0,0
Brazil,Poland,Europe,0,0,0,0,0,0,0
Brazil,Portugal,Europe,10000,4400,4700,450,3600,5400,710
Brazil,Puerto Rico,Americas,0,0,0,0,0,0,0
Brazil,Qatar,Asia,0,0,0,0,0,0,0
Brazil,South korea,Other,330,0,0,0,0,0,0
Brazil,Romania,Europe,0,0,0,0,0,0,0
Brazil,Saudi Arabia,Asia,430,0,0,0,0,0,0
Brazil,Serbia,Europe,330,0,0,0,0,0,0
Brazil,Singapore,Asia,560,0,0,0,0,0,0
Brazil,Slovakia,Europe,0,0,0,0,0,0,0
Brazil,Slovenia,Europe,0,0,0,0,0,0,0
Brazil,South Africa,Africa,0,0,0,0,0,0,0
Brazil,Spain,Europe,5200,2300,5200,0,1800,3000,0
Brazil,Sri Lanka,Asia,0,0,0,0,0,0,0
Brazil,Sudan,Africa,0,0,0,0,0,0,0
Brazil,Sweden,Europe,1200,510,570,0,350,720,0
Brazil,Switzerland,Europe,1900,860,860,0,470,1200,0
Brazil,Taiwan,Asia,0,0,0,0,0,0,0
Brazil,Thailand,Asia,0,0,0,0,0,0,0
Brazil,Tunisia,Africa,0,0,0,0,0,0,0
Brazil,Türkiye,Asia,620,0,0,0,0,0,0
Brazil,Uganda,Africa,0,0,0,0,0,0,0
Brazil,Ukraine,Europe,0,0,0,0,0,0,0
Brazil,United Arab Emirates,Asia,1600,800,650,0,480,970,0
Brazil,United Kingdom,Europe,12000,5200,6300,400,3600,7600,810
Brazil,United States of America,Americas,62000,27000,29000,1900,16000,36000,7700
Brazil,Uruguay,Americas,960,460,450,0,300,480,0
Brazil,Uzbekistan,Asia,0,0,0,0,0,0,0
Brazil,Venezuela (Bolivarian Republic of),Americas,810,390,0,0,310,370,0
Brazil,Viet Nam,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Argentina,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Armenia,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Australia,Oceania,0,0,0,0,0,0,0
Brunei Darussalam,Austria,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Azerbaijan,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Bahrain,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Bangladesh,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Belarus,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Belgium,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Bosnia and Herzegovina,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Brazil,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Brunei Darussalam,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Bulgaria,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Canada,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Chile,Americas,0,0,0,0,0,0,0
Brunei Darussalam,China (Mainland),Asia,0,0,0,0,0,0,0
Brunei Darussalam,Colombia,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Costa Rica,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Croatia,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Cuba,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Cyprus,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Czechia,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Denmark,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Dominican Republic,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Ecuador,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Egypt,Africa,0,0,0,0,0,0,0
Brunei Darussalam,Estonia,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Ethiopia,Africa,0,0,0,0,0,0,0
Brunei Darussalam,Finland,Europe,0,0,0,0,0,0,0
Brunei Darussalam,France,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Georgia,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Germany,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Ghana,Africa,0,0,0,0,0,0,0
Brunei Darussalam,Greece,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Guatemala,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Honduras,Americas,0,0,0,0,0,0,0
Brunei Darussalam,"Hong Kong SAR, China",Asia,0,0,0,0,0,0,0
Brunei Darussalam,Hungary,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Iceland,Europe,0,0,0,0,0,0,0
Brunei Darussalam,India,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Indonesia,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Iraq,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Ireland,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Israel,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Italy,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Japan,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Jordan,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Kazakhstan,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Kenya,Africa,0,0,0,0,0,0,0
Brunei Darussalam,Kuwait,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Kyrgyzstan,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Latvia,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Lebanon,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Libya,Africa,0,0,0,0,0,0,0
Brunei Darussalam,Lithuania,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Luxembourg,Europe,0,0,0,0,0,0,0
Brunei Darussalam,"Macao SAR, China",Asia,0,0,0,0,0,0,0
Brunei Darussalam,Malaysia,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Malta,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Mexico,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Morocco,Africa,0,0,0,0,0,0,0
Brunei Darussalam,Netherlands,Europe,0,0,0,0,0,0,0
Brunei Darussalam,New Zealand,Oceania,0,0,0,0,0,0,0
Brunei Darussalam,Nigeria,Africa,0,0,0,0,0,0,0
Brunei Darussalam,Cyprus.1,Other,0,0,0,0,0,0,0
Brunei Darussalam,Norway,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Oman,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Pakistan,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Palestine,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Panama,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Paraguay,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Peru,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Philippines,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Poland,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Portugal,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Puerto Rico,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Qatar,Asia,0,0,0,0,0,0,0
Brunei Darussalam,South korea,Other,0,0,0,0,0,0,0
Brunei Darussalam,Romania,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Saudi Arabia,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Serbia,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Singapore,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Slovakia,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Slovenia,Europe,0,0,0,0,0,0,0
Brunei Darussalam,South Africa,Africa,0,0,0,0,0,0,0
Brunei Darussalam,Spain,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Sri Lanka,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Sudan,Africa,0,0,0,0,0,0,0
Brunei Darussalam,Sweden,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Switzerland,Europe,0,0,0,0,0,0,0
Brunei Darussalam,Taiwan,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Thailand,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Tunisia,Africa,0,0,0,0,0,0,0
Brunei Darussalam,Türkiye,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Uganda,Africa,0,0,0,0,0,0,0
Brunei Darussalam,Ukraine,Europe,0,0,0,0,0,0,0
Brunei Darussalam,United Arab Emirates,Asia,0,0,0,0,0,0,0
Brunei Darussalam,United Kingdom,Europe,0,0,0,0,0,0,0
Brunei Darussalam,United States of America,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Uruguay,Americas,0,0,0,0,0,0,0
Brunei Darussalam,Uzbekistan,Asia,0,0,0,0,0,0,0
Brunei Darussalam,Venezuela (Bolivarian Republic of),Americas,0,0,0,0,0,0,0
Brunei Darussalam,Viet Nam,Asia,0,0,0,0,0,0,0
Bulgaria,Argentina,Americas,0,0,0,0,0,0,0
Bulgaria,Armenia,Asia,0,0,0,0,0,0,0
Bulgaria,Australia,Oceania,0,0,0,0,0,0,0
Bulgaria,Austria,Europe,0,0,0,0,0,0,0
Bulgaria,Azerbaijan,Asia,0,0,0,0,0,0,0
Bulgaria,Bahrain,Asia,0,0,0,0,0,0,0
Bulgaria,Bangladesh,Asia,0,0,0,0,0,0,0
Bulgaria,Belarus,Europe,0,0,0,0,0,0,0
Bulgaria,Belgium,Europe,0,0,0,0,0,0,0
Bulgaria,Bosnia and Herzegovina,Europe,0,0,0,0,0,0,0
Bulgaria,Brazil,Americas,0,0,0,0,0,0,0
Bulgaria,Brunei Darussalam,Asia,0,0,0,0,0,0,0
Bulgaria,Bulgaria,Europe,0,0,0,0,0,0,0
Bulgaria,Canada,Americas,520,0,0,0,0,310,0
Bulgaria,Chile,Americas,0,0,0,0,0,0,0
Bulgaria,China (Mainland),Asia,0,0,0,0,0,0,0
Bulgaria,Colombia,Americas,0,0,0,0,0,0,0
Bulgaria,Costa Rica,Americas,0,0,0,0,0,0,0
Bulgaria,Croatia,Europe,0,0,0,0,0,0,0
Bulgaria,Cuba,Americas,0,0,0,0,0,0,0
Bulgaria,Cyprus,Asia,0,0,0,0,0,0,0
Bulgaria,Czechia,Europe,0,0,0,0,0,0,0
Bulgaria,Denmark,Europe,0,0,0,0,0,0,0
Bulgaria,Dominican Republic,Americas,0,0,0,0,0,0,0
Bulgaria,Ecuador,Americas,0,0,0,0,0,0,0
Bulgaria,Egypt,Africa,0,0,0,0,0,0,0
Bulgaria,Estonia,Europe,0,0,0,0,0,0,0
Bulgaria,Ethiopia,Africa,0,0,0,0,0,0,0
Bulgaria,Finland,Europe,0,0,0,0,0,0,0
Bulgaria,France,Europe,0,0,0,0,0,0,0
Bulgaria,Georgia,Asia,0,0,0,0,0,0,0
Bulgaria,Germany,Europe,560,0,0,0,0,350,0
Bulgaria,Ghana,Africa,0,0,0,0,0,0,0
Bulgaria,Greece,Europe,0,0,0,0,0,0,0
Bulgaria,Guatemala,Americas,0,0,0,0,0,0,0
Bulgaria,Honduras,Americas,0,0,0,0,0,0,0
Bulgaria,"Hong Kong SAR, China",Asia,0,0,0,0,0,0,0
Bulgaria,Hungary,Europe,0,0,0,0,0,0,0
Bulgaria,Iceland,Europe,0,0,0,0,0,0,0
Bulgaria,India,Asia,0,0,0,0,0,0,0
Bulgaria,Indonesia,Asia,0,0,0,0,0,0,0
Bulgaria,Iraq,Asia,0,0,0,0,0,0,0
Bulgaria,Ireland,Europe,0,0,0,0,0,0,0
Bulgaria,Israel,Asia,0,0,0,0,0,0,0
Bulgaria,Italy,Europe,0,0,0,0,0,0,0
Bulgaria,Japan,Asia,0,0,0,0,0,0,0
Bulgaria,Jordan,Asia,0,0,0,0,0,0,0
Bulgaria,Kazakhstan,Asia,0,0,0,0,0,0,0
Bulgaria,Kenya,Africa,0,0,0,0,0,0,0
Bulgaria,Kuwait,Asia,0,0,0,0,0,0,0
Bulgaria,Kyrgyzstan,Asia,0,0,0,0,0,0,0
Bulgaria,Latvia,Europe,0,0,0,0,0,0,0
Bulgaria,Lebanon,Asia,0,0,0,0,0,0,0
Bulgaria,Libya,Africa,0,0,0,0,0,0,0
Bulgaria,Lithuania,Europe,0,0,0,0,0,0,0
Bulgaria,Luxembourg,Europe,0,0,0,0,0,0,0
Bulgaria,"Macao SAR, China",Asia,0,0,0,0,0,0,0
Bulgaria,Malaysia,Asia,0,0,0,0,0,0,0
Bulgaria,Malta,Europe,0,0,0,0,0,0,0
Bulgaria,Mexico,Americas,0,0,0,0,0,0,0
Bulgaria,Morocco,Africa,0,0,0,0,0,0,0
Bulgaria,Netherlands,Europe,0,0,0,0,0,0,0
Bulgaria,New Zealand,Oceania,0,0,0,0,0,0,0
Bulgaria,Nigeria,Africa,0,0,0,0,0,0,0
Bulgaria,Cyprus.1,Other,0,0,0,0,0,0,0
Bulgaria,Norway,Europe,0,0,0,0,0,0,0
Bulgaria,Oman,Asia,0,0,0,0,0,0,0
Bulgaria,Pakistan,Asia,0,0,0,0,0,0,0
Bulgaria,Palestine,Asia,0,0,0,0,0,0,0
Bulgaria,Panama,Americas,0,0,0,0,0,0,0
Bulgaria,Paraguay,Americas,0,0,0,0,0,0,0
Bulgaria,Peru,Americas,0,0,0,0,0,0,0
Bulgaria,Philippines,Asia,0,0,0,0,0,0,0
Bulgaria,Poland,Europe,0,0,0,0,0,0,0
Bulgaria,Portugal,Europe,0,0,0,0,0,0,0
Bulgaria,Puerto Rico,Americas,0,0,0,0,0,0,0
Bulgaria,Qatar,Asia,0,0,0,0,0,0,0
Bulgaria,South korea,Other,0,0,0,0,0,0,0
Bulgaria,Romania,Europe,0,0,0,0,0,0,0
Bulgaria,Saudi Arabia,Asia,0,0,0,0,0,0,0
Bulgaria,Serbia,Europe,0,0,0,0,0,0,0
Bulgaria,Singapore,Asia,0,0,0,0,0,0,0
Bulgaria,Slovakia,Europe,0,0,0,0,0,0,0
Bulgaria,Slovenia,Europe,0,0,0,0,0,0,0
Bulgaria,South Africa,Africa,0,0,0,0,0,0,0
Bulgaria,Spain,Europe,0,0,0,0,0,0,0
Bulgaria,Sri Lanka,Asia,0,0,0,0,0,0,0
Bulgaria,Sudan,Africa,0,0,0,0,0,0,0
Bulgaria,Sweden,Europe,0,0,0,0,0,0,0
Bulgaria,Switzerland,Europe,0,0,0,0,0,0,0
Bulgaria,Taiwan,Asia,0,0,0,0,0,0,0
Bulgaria,Thailand,Asia,0,0,0,0,0,0,0
Bulgaria,Tunisia,Africa,0,0,0,0,0,0,0
Bulgaria,Türkiye,Asia,440,0,0,0,0,0,0
Bulgaria,Uganda,Africa,0,0,0,0,0,0,0
Bulgaria,Ukraine,Europe,0,0,0,0,0,0,0
Bulgaria,United Arab Emirates,Asia,0,0,0,0,0,0,0
Bulgaria,United Kingdom,Europe,1800,460,940,0,390,1100,0
Bulgaria,United States of America,Americas,2800,780,1400,0,350,1700,700
Bulgaria,Uruguay,Americas,0,0,0,0,0,0,0
Bulgaria,Uzbekistan,Asia,0,0,0,0,0,0,0
Bulgaria,Venezuela (Bolivarian Republic of),Americas,0,0,0,0,0,0,0
Bulgaria,Viet Nam,Asia,0,0,0,0,0,0,0
Canada,Argentina,Americas,3500,1500,1400,0,410,750,0
Canada,Armenia,Asia,0,0,0,0,0,0,0
Canada,Australia,Oceania,30000,12000,14000,2300,10000,14000,3300
Canada,Austria,Europe,1100,550,490,0,360,540,0
Canada,Azerbaijan,Asia,570,0,0,0,0,0,0
Canada,Bahrain,Asia,800,390,330,0,0,410,0
Canada,Bangladesh,Asia,7500,3300,2400,1400,3400,2400,0
Canada,Belarus,Europe,0,0,0,0,0,0,0
Canada,Belgium,Europe,3200,1300,1600,370,1300,1300,0
Canada,Bosnia and Herzegovina,Europe,0,0,0,0,0,0,0
Canada,Brazil,Americas,19000,8900,7300,1800,7200,8600,1400
Canada,Brunei Darussalam,Asia,0,0,0,0,0,0,0
Canada,Bulgaria,Europe,0,0,0,0,0,0,0
Canada,Canada,Americas,0,0,0,0,0,0,0
Canada,Chile,Americas,4000,1900,1400,340,1300,2000,400
Canada,China (Mainland),Asia,27000,8000,8300,1600,13000,11000,1500
Canada,Colombia,Americas,5100,2500,2000,450,1800,2400,450
Canada,Costa Rica,Americas,1100,510,410,0,360,480,0
Canada,Croatia,Europe,0,0,0,0,0,0,0
Canada,Cuba,Americas,0,0,0,0,0,0,0
Canada,Cyprus,Asia,0,0,0,0,0,0,0
Canada,Czechia,Europe,560,0,0,0,0,0,0
Canada,Denmark,Europe,2500,1100,1200,0,930,1100,0
Canada,Dominican Republic,Americas,1300,610,490,0,370,630,0
Canada,Ecuador,Americas,1800,860,590,0,740,720,0
Canada,Egypt,Africa,5100,2900,1600,620,1900,2300,350
Canada,Estonia,Europe,0,0,0,0,0,0,0
Canada,Ethiopia,Africa,990,320,0,340,300,600,0
Canada,Finland,Europe,700,0,330,0,0,320,0
Canada,France,Europe,30000,13000,14000,5400,11000,11000,1800
Canada,Georgia,Asia,410,0,0,0,0,0,0
Canada,Germany,Europe,7000,3500,3000,440,2500,3500,590
Canada,Ghana,Africa,3300,1500,1100,590,1300,1100,0
Canada,Greece,Europe,930,460,350,0,0,430,320
Canada,Guatemala,Americas,420,0,0,0,0,0,0
Canada,Honduras,Americas,0,0,0,0,0,0,0
Canada,"Hong Kong SAR, China",Asia,34000,15000,14000,2800,10000,18000,3300
Canada,Hungary,Europe,0,0,0,0,0,0,0
Canada,Iceland,Europe,0,0,0,0,0,0,0
Canada,India,Asia,26000,14000,6900,5800,10000,8600,1200
Canada,Indonesia,Asia,8700,3000,2800,2600,3400,2200,480
Canada,Iraq,Asia,1500,560,780,0,530,560,0
Canada,Ireland,Europe,750,410,0,0,330,0,0
Canada,Israel,Asia,4500,2200,1700,0,1000,2100,1100
Canada,Italy,Europe,3500,1600,1800,0,1000,1800,400
Canada,Japan,Asia,12000,5200,3700,1000,4100,5600,1100
Canada,Jordan,Asia,1600,830,520,0,490,830,0
Canada,Kazakhstan,Asia,740,0,0,0,340,0,0
Canada,Kenya,Africa,3500,1700,1100,860,1200,1200,300
Canada,Kuwait,Asia,1400,840,370,0,410,700,0
Canada,Kyrgyzstan,Asia,0,0,0,0,0,0,0
Canada,Latvia,Europe,0,0,0,0,0,0,0
Canada,Lebanon,Asia,2100,1100,720,0,510,1100,340
Canada,Libya,Africa,460,0,0,0,0,0,0
Canada,Lithuania,Europe,0,0,0,0,0,0,0
Canada,Luxembourg,Europe,600,0,0,0,0,310,0
Canada,"Macao SAR, China",Asia,1100,330,580,0,0,810,0
Canada,Malaysia,Asia,6400,2600,1900,490,2600,2300,940
Canada,Malta,Europe,0,0,0,0,0,0,0
Canada,Mexico,Americas,16000,7800,6400,1400,5900,7100,1400
Canada,Morocco,Africa,7200,3400,1800,900,2700,3100,470
Canada,Netherlands,Europe,4600,1900,2200,540,1800,1900,380
Canada,New Zealand,Oceania,4500,1800,2300,0,1300,2200,680
Canada,Nigeria,Africa,12000,5000,3700,2100,4700,4100,710
Canada,Cyprus.1,Other,0,0,0,0,0,0,0
Canada,Norway,Europe,1500,660,640,0,410,860,0
Canada,Oman,Asia,820,510,0,0,0,430,0
Canada,Pakistan,Asia,8000,4800,1900,1700,3400,3400,300
Canada,Palestine,Asia,0,0,0,0,0,0,0
Canada,Panama,Americas,830,420,350,0,0,430,0
Canada,Paraguay,Americas,0,0,0,0,0,0,0
Canada,Peru,Americas,4100,1400,990,860,1700,1200,330
Canada,Philippines,Asia,6400,2400,2500,1000,3100,1900,400
Canada,Poland,Europe,1000,540,370,0,0,560,0
Canada,Portugal,Europe,890,380,420,0,0,450,0
Canada,Puerto Rico,Americas,810,330,400,0,0,320,0
Canada,Qatar,Asia,2600,1300,960,0,840,1200,0
Canada,South korea,Other,9900,3000,3100,830,3800,4900,400
Canada,Romania,Europe,350,0,0,0,0,0,0
Canada,Saudi Arabia,Asia,13000,8600,2800,780,4400,7100,700
Canada,Serbia,Europe,670,0,0,0,0,0,0
Canada,Singapore,Asia,20000,7300,9500,2000,5700,11000,1500
Canada,Slovakia,Europe,0,0,0,0,0,0,0
Canada,Slovenia,Europe,0,0,0,0,0,0,0
Canada,South Africa,Africa,3400,1400,1300,500,1000,1400,550
Canada,Spain,Europe,5000,2100,2400,530,1600,2300,510
Canada,Sri Lanka,Asia,930,300,0,0,360,300,0
Canada,Sudan,Africa,0,0,0,0,0,0,0
Canada,Sweden,Europe,3400,1400,1700,0,960,2800,0
Canada,Switzerland,Europe,5600,2500,2500,440,1600,2900,660
Canada,Taiwan,Asia,7300,3000,2600,440,2500,4400,410
Canada,Thailand,Asia,4600,1400,1000,420,1500,2200,500
Canada,Tunisia,Africa,2000,940,450,320,600,820,0
Canada,Türkiye,Asia,7500,3600,2200,950,2900,3100,560
Canada,Uganda,Africa,790,310,0,0,0,0,0
Canada,Ukraine,Europe,1900,770,730,740,770,0,0
Canada,United Arab Emirates,Asia,18000,9400,6200,1800,5600,9000,10000
Canada,United Kingdom,Europe,55000,21000,28000,5100,26000,24000,4900
Canada,United States of America,Americas,390000,160000,190000,19000,90000,230000,58000
Canada,Uruguay,Americas,380,0,0,0,0,0,0
Canada,Uzbekistan,Asia,0,0,0,0,0,0,0
Canada,Venezuela (Bolivarian Republic of),Americas,630,320,0,0,0,0,0
Canada,Viet Nam,Asia,3500,1400,1200,640,1400,1300,0
Chile,Argentina,Americas,4300,2300,1700,310,1200,2100,700
Chile,Armenia,Asia,0,0,0,0,0,0,0
Chile,Australia,Oceania,4900,2400,2300,0,2000,2500,0
Chile,Austria,Europe,0,0,0,0,0,0,0
Chile,Azerbaijan,Asia,0,0,0,0,0,0,0
Chile,Bahrain,Asia,0,0,0,0,0,0,0
Chile,Bangladesh,Asia,0,0,0,0,0,0,0
Chile,Belarus,Europe,0,0,0,0,0,0,0
Chile,Belgium,Europe,480,0,0,0,0,0,0
Chile,Bosnia and Herzegovina,Europe,0,0,0,0,0,0,0
Chile,Brazil,Americas,4400,2300,1700,0,1500,2100,580
Chile,Brunei Darussalam,Asia,0,0,0,0,0,0,0
Chile,Bulgaria,Europe,0,0,0,0,0,0,0
Chile,Canada,Americas,5200,2600,2300,0,1600,2900,380
Chile,Chile,Americas,0,0,0,0,0,0,0
Chile,China (Mainland),Asia,330,0,0,0,0,0,0
Chile,Colombia,Americas,6700,3400,3000,590,2600,3100,420
Chile,Costa Rica,Americas,1100,570,450,0,0,570,0
Chile,Croatia,Europe,0,0,0,0,0,0,0
Chile,Cuba,Americas,0,0,0,0,0,0,0
Chile,Cyprus,Asia,0,0,0,0,0,0,0
Chile,Czechia,Europe,0,0,0,0,0,0,0
Chile,Denmark,Europe,350,0,0,0,0,0,0
Chile,Dominican Republic,Americas,640,310,0,0,0,330,0
Chile,Ecuador,Americas,5400,2900,2100,0,2000,2700,420
Chile,Egypt,Africa,0,0,0,0,0,0,0
Chile,Estonia,Europe,0,0,0,0,0,0,0
Chile,Ethiopia,Africa,0,0,0,0,0,0,0
Chile,Finland,Europe,0,0,0,0,0,0,0
Chile,France,Europe,3500,1400,1700,630,1500,1200,0
Chile,Georgia,Asia,0,0,0,0,0,0,0
Chile,Germany,Europe,2800,1500,1200,0,1200,1300,0
Chile,Ghana,Africa,0,0,0,0,0,0,0
Chile,Greece,Europe,0,0,0,0,0,0,0
Chile,Guatemala,Americas,2100,1200,730,0,590,1200,0
Chile,Honduras,Americas,540,0,0,0,0,0,0
Chile,"Hong Kong SAR, China",Asia,0,0,0,0,0,0,0
Chile,Hungary,Europe,0,0,0,0,0,0,0
Chile,Iceland,Europe,0,0,0,0,0,0,0
Chile,India,Asia,0,0,0,0,0,0,0
Chile,Indonesia,Asia,0,0,0,0,0,0,0
Chile,Iraq,Asia,510,0,0,0,0,0,0
Chile,Ireland,Europe,0,0,0,0,0,0,0
Chile,Israel,Asia,310,0,0,0,0,0,0
Chile,Italy,Europe,890,410,430,0,390,390,0
Chile,Japan,Asia,350,0,0,0,0,0,0
Chile,Jordan,Asia,0,0,0,0,0,0,0
Chile,Kazakhstan,Asia,0,0,0,0,0,0,0
Chile,Kenya,Africa,0,0,0,0,0,0,0
Chile,Kuwait,Asia,0,0,0,0,0,0,0
Chile,Kyrgyzstan,Asia,0,0,0,0,0,0,0
Chile,Latvia,Europe,0,0,0,0,0,0,0
Chile,Lebanon,Asia,0,0,0,0,0,0,0
Chile,Libya,Africa,0,0,0,0,0,0,0
Chile,Lithuania,Europe,0,0,0,0,0,0,0
Chile,Luxembourg,Europe,0,0,0,0,0,0,0
Chile,"Macao SAR, China",Asia,0,0,0,0,0,0,0
Chile,Malaysia,Asia,0,0,0,0,0,0,0
Chile,Malta,Europe,0,0,0,0,0,0,0
Chile,Mexico,Americas,7200,3700,2900,410,3000,3300,450
